wine_id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
313,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
314,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5
315,8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7
316,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7
317,6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,6
318,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,5
319,7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,4
320,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5
321,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5
322,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,5
323,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8
324,6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5
325,6.4,0.22,0.56,14.5,0.055,27,159,0.998,2.98,0.4,9.1,5
326,6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,7
327,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5
328,6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6
329,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5
330,7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6
331,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
332,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4
333,6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5
334,7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4
335,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5
336,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
337,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
338,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6
339,5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6
340,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
341,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6
342,6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6
343,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6
344,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
345,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6
346,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
347,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
348,5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
349,7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,5
350,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6
351,6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6
352,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7
353,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6
354,6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6
355,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7
356,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7
357,6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5
358,7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,6
359,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6
360,6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,7
361,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6
362,8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6
363,6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4
364,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6
365,6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7
366,7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5
367,6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,6
368,6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4,5
369,7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7
370,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,5
371,9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4
372,6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6,7
373,6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,5
374,6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,6
375,6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,6
376,6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,5
377,7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8
378,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5
379,6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,6
380,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
381,7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6
382,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5
383,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7
384,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7
385,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6
386,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6
387,7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6
388,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7
389,8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6
390,6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,6
391,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
392,7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5
393,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
394,6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,6
395,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,7
396,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5
397,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6
398,7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6
399,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6
400,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
401,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
402,7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6
403,6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7
404,7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5,7
405,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5
406,6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7
407,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
408,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5
409,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7
410,6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,6
411,5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5
412,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
413,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5
414,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
415,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6
416,7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,5
417,5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5
418,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6
419,5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5
420,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
421,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5
422,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
423,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7
424,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6
425,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4
426,6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,7
427,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
428,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7
429,7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,6
430,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6
431,6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,7
432,6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,8
433,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7
434,6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,6
435,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6
436,6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,6
437,7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6
438,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6
439,6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6
440,7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,5
441,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
442,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5
443,6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5
444,7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,6
445,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6
446,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5
447,8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5
448,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6
449,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8
450,7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,5
451,6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,5
452,5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8,8
453,6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6
454,7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
455,8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6
456,6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6
457,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6
458,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5
459,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5
460,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7
461,6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,5
462,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
463,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
464,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5
465,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,6
466,4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7
467,6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6
468,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6
469,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5
470,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6
471,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7
472,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6
473,7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,7
474,6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,5
475,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5
476,6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,5
477,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7
478,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6
479,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,5
480,6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6
481,6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6
482,6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5
483,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6
484,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5
485,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,6
486,7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,4
487,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6
488,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5
489,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
490,7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,5
491,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10,5
492,7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5
493,6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7
494,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4
495,5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7
496,9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,5
497,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5
498,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5
499,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5
500,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
501,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5
502,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6
503,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6
504,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8,5
505,6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,7
506,6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7
507,5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6
508,6,0.2,0.24,1.8,0.03,30,105,0.9909,3.31,0.47,11.5,6
509,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5
510,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4
511,5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7
512,6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7
513,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5
514,5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,7
515,7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5
516,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6
517,7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,6
518,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6
519,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6
520,6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6
521,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6
522,6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4
523,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5
524,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8
525,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6
526,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5
527,6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7
528,6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8
529,8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,6
530,7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5
531,6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8
532,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
533,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,5
534,7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4
535,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6
536,7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6,6
537,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6
538,8.3,0.17,0.31,1.5,0.049,48,153,0.9942,3.12,0.58,9.4,6
539,5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5
540,5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,6
541,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,7
542,6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7
543,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7
544,5.8,0.28,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8,8
545,8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6
546,6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,6
547,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5
548,6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,7
549,9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5
550,8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7
551,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8
552,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
553,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6
554,5.9,0.54,0,0.8,0.032,12,82,0.99286,3.25,0.36,8.8,5
555,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5
556,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,8
557,6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6
558,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7
559,5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2,6
560,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,6
561,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6
562,7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5
563,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7
564,6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6
565,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6
566,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
567,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5
568,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5
569,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8
570,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
571,6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4
572,6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3,6
573,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5
574,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5
575,7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,7
576,6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7
577,7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,8
578,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5
579,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
580,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5
581,6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6
582,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5
583,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6
584,7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6
585,7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,4
586,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6
587,7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5
588,9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,4
589,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
590,5.1,0.52,0.06,2.7,0.052,30,79,0.9932,3.32,0.43,9.3,5
591,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
592,6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5
593,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6
594,6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7
595,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6
596,6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6
597,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7
598,6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6
599,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7
600,5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
601,5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,7
602,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7
603,8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,6
604,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5
605,7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6
606,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6
607,6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7
608,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5
609,5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6
610,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5
611,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
612,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6
613,5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,6
614,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6
615,9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5
616,5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,6
617,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6
618,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
619,8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4
620,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7
621,5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,6
622,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6
623,8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6
624,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6
625,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7
626,6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6
627,7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6
